Time,Rate,N,Data,,,
2019-07-22T15:36:00Z,50,50,0CC4BFDEBE4A0CC9BFDEBE530CBFBFD2BE520CAEBFCBBE420CACBFCBBE3C0CB8BFD1BE440CC5BFDEBE4C0CC9BFDEBE550CBEBFD1BE510CADBFCCBE410CAABFCCBE3C0CBABFD6BE450CC7BFDFBE4F0CC9BFDEBE550CBCBFD1BE510CACBFCBBE420CACBFCDBE3C0CBBBFD4BE460CC8BFDFBE4F0CC8BFDCBE530CBBBFD0BE4D0CACBFCCBE400CACBFCFBE3C0CBCBFD7BE480CC8BFDFBE510CC5BFDCBE530CB8BFD0BE4D0CAABFC9BE400CADBFCFBE3C0CBEBFD7BE480CC9BFDFBE510CC5BFDBBE520CB7BFCDBE4C0CAABFCBBE400CADBFD0BE3E0CBFBFD9BE490CC9BFDFBE520CC4BFDABE520CB6BFCDBE4A0CAABFC9BE400CAFBFD1BE3E0CC1BFD9BE4A0CCABFDFBE530CC3BFDABE520CB5BFCCBE490CAABFCBBE3E0CB1BFD1BE3E0CC3BFDBBE4C0CC9BFDFBE530CC1BFD9BE51,,,
